left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_shoulder_angle,right_shoulder_angle,correct_posture
41.792490261418195,38.10267617981682,179.01629032077267,185.39236764360703,35.275793457716084,28.17763023761263,1
37.603038593071794,39.74132219041795,175.62947812201773,178.56536362102824,25.013657049432,28.852370911264,1
37.48603523136197,39.48027862728637,176.70953310807576,184.009373421827,32.15581958009433,31.2608014573384,1
38.240104735417205,36.14698632227136,177.49304373771523,181.7724089751514,30.538319973324132,27.846203191139807,1
39.92139409625627,43.341712626533194,179.54597537038973,181.08914442346295,28.75009829536508,29.43894314480917,1
42.41835918632151,44.293550824752984,182.912431168526,186.38618587844456,25.759226318343288,31.959598484937068,1
40.082500199757796,43.016831333361715,178.13414403885434,177.71462453508278,26.929002816428508,32.16509847657984,1
40.236467035869794,33.851248397156844,180.03109015002116,184.80590092892862,32.550833432092,27.55291569078755,1
45.46718803479983,40.173521424430994,179.26831136756067,176.54534052056744,34.88538532371802,31.55803714290915,1
44.505946359364444,37.52089584665495,180.7853622142387,172.84760326449364,28.483979656051073,33.68763118415349,1
42.94285526515642,45.35774997874789,173.52151799655695,181.32176430370725,33.290963820364,36.101484793978265,1
39.605695314106455,44.41591713928781,183.82011213780743,176.18706374076703,26.802945395828687,31.893841600713227,1
38.77024503849791,38.5970693761983,183.3973043401238,179.10622587010005,32.08189463845356,28.71452573284993,1
42.26295817367803,39.986680177278345,182.07156248099577,176.80092543800626,30.268754214545176,29.708590668484515,1
44.50515640176667,41.702070661168136,178.19573398437507,184.3527527300836,31.347078168360227,31.652447309266535,1
37.1487794732945,40.47140837852758,176.97429962089728,181.5359762473179,29.27329703988615,27.85471319478431,1
41.16350902313697,39.17878516284518,176.411687725848,175.53328423926854,25.545471952440078,30.122724055500537,1
39.457706114922175,41.15950104235191,175.14276688039803,184.25135297612275,29.852561662696775,25.26392593827753,1
33.86211222936003,40.81515407446615,177.9293250786616,172.3156960594573,26.31290307944546,28.956246189918602,1
47.18373302307292,39.548521126122985,177.75092175669775,176.44269721724478,34.62419238103887,33.61143339512697,1
41.424207654707786,38.78802824102657,181.14401604669908,177.07074253186104,31.09688813766529,28.906812073064025,1
34.08049408142513,41.13006634166825,185.44325367698218,182.29226369445541,31.494043739140714,30.153391481511875,1
45.39523863212061,35.89946735341852,177.06977707747208,175.57802082664682,33.6348870509357,27.553856137874583,1
33.9950441124177,44.27500454999529,178.99712116194326,180.83500554534288,34.316003280442295,32.09831296965854,1
42.95142767619229,42.2928343274548,176.327935543125,180.05496955903715,26.856767512875305,31.200864429062953,1
43.13632585356472,44.83779241447361,181.39994251876158,179.85298421580075,25.883284516705125,28.697594672975104,1
42.0835754662417,40.7728626773383,178.09522447129328,182.97606599309373,30.196979782270972,29.736809574113625,1
42.51075872918518,38.32784437490953,177.33245034289448,182.50530536844659,27.0571784352021,31.513394422204026,1
41.30068537308471,42.32256537519915,181.20741707157322,178.13230794228608,28.530112963661445,25.318123932015162,1
40.77207995685485,40.56578498457901,180.27217546948216,179.90548601216372,30.925824060759282,32.22448338206954,1
39.065267767552065,38.34108503741388,178.32014749747975,178.89474566526982,28.91343331008085,33.544097130609416,1
41.7951160083033,39.98545154745411,178.83011783890785,179.0799822863598,27.463824800537456,27.091391269709526,1
36.740397390356286,40.334795071423,176.61202859136554,184.10866112417895,34.15065039772704,26.93068348462645,1
35.14192434761237,34.65846053779275,177.9417049551854,177.63719614136005,24.05949845186767,33.67503284653236,1
40.16254080076837,35.18437234621144,175.42274123309036,184.29092787273754,29.746435857356783,33.59578837137623,1
42.25437853359492,36.365375099347645,179.12059497532712,182.441536809368,29.823306034592786,30.386807771832956,1
41.99002718405632,37.14038366478101,182.4382625397243,176.99508571692058,26.937870009392896,30.90627760985005,1
43.677640651404424,36.42106538908773,175.03208080976492,175.95956958664146,26.70277037443016,28.165829832954575,1
41.381359576424714,39.477454254449746,180.92992704923566,177.4256265911789,29.64553398075766,28.485045315428312,1
43.22710754079092,40.8992691905704,181.3986957379231,181.0973239721645,30.582625801548886,27.336764914323155,1
39.26291977521687,40.30437149117938,178.75764421609082,179.62715564022298,31.922197720408366,27.257849208023043,1
44.9233245962672,44.64356711802868,182.7062150983528,185.91520056176665,31.31796500917163,34.06277887272152,1
43.51649460981512,38.91907935132232,184.333647099799,182.65693663237784,30.30330575994567,30.70440624768587,1
40.622189182977955,39.32262140235393,176.81491183083932,174.58009252198724,32.0464545379498,26.259203376820032,1
44.82666000664461,41.91080052197097,182.35487131432478,179.0909541968052,29.722270818667052,34.97050876662927,1
37.94422339054691,36.39430862557871,180.83927816161545,182.1515942608402,32.28064402795546,28.35571781930896,1
34.613864121372096,43.06802677560389,179.04861002461334,180.98763482884112,31.35787205992944,33.41657680954765,1
40.21629250098369,43.20342925232709,178.04512950782876,178.9728738447509,29.40530894364844,23.993658060009185,1
39.2262609359454,40.12405155687396,175.25268807318665,180.68110853041048,27.060997214341185,30.148965110568415,1
36.216582886694404,38.578371231136316,179.37222296271753,183.09578515384462,33.33127421810599,28.89379937061167,1
40.40555702961994,39.988462338014145,178.70031640710673,174.81109828862878,32.67958440437462,30.800664192261813,1
40.3813647037215,42.28821396176021,175.3497766049175,179.22333483194268,24.10962307787461,32.97672032348079,1
41.49071006180682,37.5817319765752,180.56653067565628,182.06508290532136,24.89867546870685,31.326411489488812,1
37.723805040547695,42.38157777174652,182.04380850176022,182.69321621736947,27.130252476073608,29.83168265732667,1
39.668952015483555,38.51175822409517,183.26405424027487,178.91497826754681,30.411202392533824,28.75963021041621,1
38.74601766221028,44.7208630997216,186.08084462131654,178.54053628341367,21.84078033028564,29.34224508112065,1
46.93425866629496,37.06767217798846,181.68199521746786,184.4975733523493,30.72891036370352,29.609978270100182,1
43.42701039040822,42.31278876768451,180.89472996907838,178.42596189565938,31.4732855470379,33.45799264271355,1
38.85202902955002,36.29710875990726,179.65826412843836,180.34172817321814,26.666551178042564,32.5822811531028,1
42.01983267330111,41.132659953678704,173.87676535528465,173.70413650976136,26.841340900127896,33.27864619653888,1
40.83114278825528,41.034530584664125,178.6745423717615,177.08462944638504,29.39891546319119,31.6019100509178,1
42.10252213191685,37.86948305238539,182.51840472872973,179.99625578635485,33.20724601585213,27.578648962510965,1
39.368923282011124,41.52924276756251,185.02236980522764,175.61651429955762,33.2916814416355,34.52926045534072,1
37.95915597868401,36.89883518033807,183.62177737220443,184.70027152664892,29.6497875535119,30.76138435406163,1
44.12742018999843,44.33240080053211,179.33032852599985,187.2064655279649,31.222329499911847,31.424189221202692,1
36.991735148221906,46.6606091811599,175.92337112830708,180.54446968552855,28.39420890248089,33.37196679953977,1
38.95531659240177,38.43331951827302,178.46718508744277,178.84810249157692,31.271909115361325,33.10429700985442,1
38.99771182822241,36.796193083683306,178.7075719014589,178.54992161389163,23.86455171332215,31.552080001561286,1
40.0641484638091,42.00091237427907,183.16019425505132,176.71646448981588,28.354102293951918,30.24240359872656,1
37.51072680425142,42.622955608641085,176.12918474463802,176.82490460747476,29.800355943125286,30.267046687992135,1
41.76647070466552,40.18971257303083,179.67907988515498,179.64746068173804,31.39153095510309,27.265650421593207,1
37.4557827047378,41.93477888353672,176.57339838035026,185.160499477189,28.097023146270104,27.729657280580113,1
42.32864008582615,38.2119596246082,182.3425271831663,174.57057985153025,31.629136931037557,28.356391260540573,1
37.312289405337594,37.2743922517994,174.95647400871744,177.35628890656113,32.844763986202935,24.342957806494322,1
39.76621576347424,40.556888477722744,172.49260703186667,178.6473088310718,25.53430165835755,28.237939708373986,1
34.869921850247124,42.48623292497475,180.86333968157885,180.16361312458085,26.31716800271774,34.122428479277914,1
42.89577452557729,41.48605896578363,178.20716799618617,184.19987817816727,28.172522080016247,27.51461001264815,1
37.46982728754171,35.971450219166385,177.1343737116435,181.56800381754886,32.62702813828098,30.288575025850008,1
34.24204187990574,38.91188293448452,186.06357721621598,180.88390299777421,30.983250509747876,33.569222555761996,1
38.42129973447114,40.06370238899448,182.23334765368887,179.77310352755723,30.35299553957474,29.05070544115344,1
44.86498719179054,39.88196514183693,182.24648442823636,177.867240663801,31.04349159336992,27.074093774027478,1
41.373266805210115,45.67771512064092,176.6814657670872,183.59543010062825,31.111919321578686,29.22222201410326,1
