left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_shoulder_angle,right_shoulder_angle,correct_posture
170.62596206950585,170.75490474447332,178.40780770307373,179.8027177464857,90.0621321016721,94.24495395391162,1
168.69663265651147,170.4981964819379,177.74733326914077,179.26128080973322,88.65995299354721,92.55339197936253,1
171.555354692776,175.26817846982894,185.6257665628843,181.55582378162447,91.96230639933188,90.93608929542431,1
171.2539554459655,173.01944581804645,181.3005280989938,180.59032535762006,93.99880112368706,91.23827701417936,1
170.4921781214045,167.96133839538103,175.82684551822183,179.4025359433958,91.51747931779411,91.69587877925717,1
169.4570582179812,172.76418903908075,178.23271790267012,185.3384984125284,83.7546346279884,90.06596468036686,1
169.46821256594865,169.62099355159762,187.04967073441708,177.2075609526337,95.13182397536421,87.20254423478703,1
171.32172559608873,168.616611378612,183.35812819988297,179.84693232169204,89.64734056963866,91.24833996273819,1
166.61042175161865,171.59240793479526,176.46354743686518,178.68237889834097,89.41049746476335,92.48064241982979,1
169.97478164708215,169.56963764945473,177.76314394214066,180.873984767977,89.07829397327156,90.31459912220231,1
174.35817613654018,170.88016644404473,177.02472432497188,178.64131689065152,89.59461635501802,91.00426894393308,1
169.31088794857175,165.43372859986025,179.8350357409251,177.30774272897622,92.10461368973998,84.59419416953644,1
166.27309252162894,166.65641585317275,179.35343672044945,174.25511554592813,89.46398020355288,85.50513036211953,1
171.68092302520245,167.7634066039392,181.48082774811633,176.31163327930636,91.26386623708795,95.65422925976286,1
171.25359608604285,166.35909848547246,178.35690730485737,182.45722686809378,86.25048987724291,76.85867687653153,1
167.4226230294044,167.2366870307573,179.00758658464818,173.9932254823017,94.61475084348075,87.54364924737013,1
174.19990568828996,170.63694579912,183.35066031854006,179.50526412415402,91.95241543166105,87.89215670014721,1
169.97211026769523,169.09061204436625,182.75124816849794,181.22181190988567,94.61596445435373,86.13536090662244,1
169.62190100335704,169.9648303585503,183.8846821923973,180.33118046297795,85.09754079763464,92.04995848442553,1
169.86238538686146,167.40381570585186,178.57458913443,179.95001921326562,88.90321566487225,91.96514209291739,1
174.79991833131623,166.97801268530972,176.33913283106136,179.11635209287658,93.15642161407015,93.68191616870791,1
171.90734451100818,171.47425830109339,177.9169862105201,178.74906686503346,90.64944394001392,88.18792368651506,1
164.89370514131244,169.18267332378682,176.21427390004038,184.39617202621776,88.3632944066041,92.92657662761097,1
162.71773139448504,169.9652404596889,180.9382116542508,183.35784001437213,87.1982748412773,89.41856283068627,1
170.0227747494118,164.95097325709824,180.75455249614134,182.13821463824414,85.41640228270698,84.74542319635431,1
166.16719673584134,169.14408960482058,180.3460590372738,182.3613101843535,85.45428080243295,85.74513314804454,1
168.99175322737165,166.55533050038017,180.7730957706653,182.50927078825748,86.93865169059475,88.96067250156709,1
169.15156916023227,166.56771736643765,185.59868685925264,175.03442308291065,87.01903331227265,88.88360143167657,1
167.69235117180693,173.06649406943185,175.5663219300818,177.60864415948686,91.48118465639963,90.63231066452714,1
174.7930360067589,163.43037724777298,179.71289308781132,176.40924985560568,93.44700867607916,96.92575123200884,1
170.59500141745997,167.91668179984495,177.28351679164442,180.89162598594692,91.74792615950302,93.86552718724683,1
168.8518299236111,171.62878068087022,180.71068409171164,180.1025324706833,92.8639422177045,92.2274504494698,1
